product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,color,material,warranty_months,rating_avg,review_count,is_bestseller,launch_date
168,Air Purifier,Home & Garden,Decor,Adidas,2503.56,1761.47,37,89,12,16.45,26x8x26cm,Gold,Glass,24,4.2,73,False,2023-07-04
169,Smart Thermostat,Fashion,Footwear,Nikon,2701.8,1861.1,586,40,3,16.77,45x22x27cm,Silver,Ceramic,24,3.9,304,False,2023-12-05
170,Security Camera,Home & Garden,Tools,Canon,1801.55,1414.43,347,49,13,13.39,37x25x23cm,Gold,Fabric,12,3.6,233,True,2024-12-07
171,Backpack,Electronics,Audio,Apple,2539.62,1781.01,51,38,12,26.93,50x39x46cm,Gray,Fabric,6,4.5,703,True,2022-08-14
172,Air Purifier,Beauty & Health,Makeup,Microsoft,282.13,212.29,634,55,17,8.72,8x19x8cm,Green,Glass,12,3.3,421,False,2023-04-05
173,Gaming Laptop,Electronics,Laptops,Amazon,1638.6,1128.55,435,15,7,16.73,23x34x13cm,Silver,Plastic,36,4.0,398,True,2023-05-10
174,Cotton T-Shirt,Home & Garden,Security,Google,835.04,574.59,238,13,18,11.76,32x21x22cm,Red,Wood,12,4.3,146,False,2023-04-23
175,Wireless Charger,Beauty & Health,Makeup,Panasonic,856.7,638.27,950,52,13,48.35,44x8x36cm,Blue,Fabric,36,3.3,911,True,2023-06-02
176,Security Camera,Electronics,Smart Home,Microsoft,68.65,47.48,888,20,2,49.06,22x30x21cm,Red,Plastic,6,4.8,393,True,2023-11-05
177,Mechanical Keyboard,Sports & Outdoors,Winter Sports,LG,1938.13,1203.79,528,29,12,47.17,12x23x8cm,Black,Plastic,36,3.6,124,True,2025-03-23
178,Sports Watch,Sports & Outdoors,Exercise,Fitbit,916.69,583.99,600,18,12,48.72,27x18x17cm,Gold,Ceramic,6,3.1,642,True,2022-10-02
179,Wireless Earbuds,Fashion,Jewelry,LG,1506.35,1170.33,595,74,14,42.25,32x21x21cm,Silver,Fabric,24,3.0,285,True,2022-12-27
180,Pro Max Smartphone,Electronics,Tablets,Nike,336.68,225.29,957,70,1,17.2,40x37x37cm,Silver,Plastic,12,4.7,874,True,2024-05-23
181,Leather Jacket,Home & Garden,Decor,Microsoft,2288.49,1732.74,326,94,20,20.67,10x18x35cm,Gray,Ceramic,12,2.7,58,False,2025-04-03
182,Sports Watch,Home & Garden,Furniture,Acer,1011.99,770.96,940,51,11,16.71,28x37x35cm,Black,Ceramic,12,3.2,75,True,2022-09-15
183,Robot Vacuum,Home & Garden,Cleaning,Panasonic,1546.4,968.1,850,77,1,4.71,7x33x44cm,Black,Ceramic,12,4.3,310,False,2025-03-04
184,Security Camera,Beauty & Health,Supplements,Sony,661.15,461.61,48,100,2,4.08,47x14x16cm,Silver,Metal,36,3.9,609,False,2022-06-25
185,Smart Thermostat,Sports & Outdoors,Team Sports,Amazon,697.54,452.44,249,88,7,46.23,42x17x44cm,Green,Leather,12,3.4,929,False,2022-09-13
186,Smart Speaker,Fashion,Bags,Microsoft,2581.3,1710.82,129,77,8,36.03,20x33x10cm,Silver,Glass,6,3.4,159,True,2025-01-09
187,Mechanical Keyboard,Electronics,Smart Home,Razer,2771.25,2071.48,577,99,5,18.27,42x37x35cm,White,Leather,6,2.8,280,True,2024-03-23
188,LED Light Bulbs,Books & Media,Non-fiction,Bose,1327.55,828.84,359,81,19,25.37,45x13x15cm,Gray,Plastic,24,2.7,39,True,2025-03-03
189,Tablet Pro,Electronics,Gaming,HP,1678.97,1158.08,459,14,8,46.05,26x25x46cm,Red,Wood,36,3.0,68,False,2025-06-04
190,Casual Blazer,Beauty & Health,Hair Care,Google,2941.1,1897.71,787,47,7,12.93,42x24x15cm,Silver,Glass,36,4.1,880,False,2023-09-10
191,Cotton T-Shirt,Beauty & Health,Makeup,Logitech,2988.59,2071.59,336,54,9,15.16,19x35x24cm,Green,Plastic,6,2.8,611,False,2024-04-28
192,Wireless Charger,Electronics,Smart Home,Nike,1564.09,1230.03,868,78,9,43.18,42x26x23cm,Green,Ceramic,24,4.2,766,False,2023-11-05
193,Casual Blazer,Books & Media,Movies,Google,2232.95,1636.19,510,57,7,16.31,49x49x35cm,Silver,Plastic,36,2.9,189,True,2024-06-10
194,Coffee Maker,Books & Media,Fiction,Logitech,1499.22,1186.28,905,41,16,18.01,36x31x32cm,Silver,Metal,24,4.9,543,False,2024-07-05
195,Gaming Laptop,Fashion,Jewelry,Acer,2160.44,1490.43,199,36,2,0.24,46x9x39cm,Green,Fabric,24,3.7,610,True,2024-03-27
196,Backpack,Home & Garden,Furniture,Sony,2215.0,1642.68,7,100,18,15.34,16x49x24cm,Green,Wood,36,2.9,445,False,2024-05-31
197,Gaming Laptop,Electronics,Gaming,Nike,2768.7,1753.75,628,29,7,18.13,49x25x18cm,Red,Plastic,12,4.1,777,True,2022-12-31
198,Tablet Pro,Beauty & Health,Supplements,Apple,2369.91,1858.59,842,93,8,9.34,23x24x39cm,Gold,Glass,24,3.4,95,True,2024-08-07
199,Leather Jacket,Sports & Outdoors,Outdoor Recreation,Garmin,896.17,675.32,463,93,18,39.98,7x23x47cm,White,Metal,24,4.3,25,True,2023-06-17
200,Wireless Earbuds,Books & Media,Comics,ASUS,284.46,195.45,665,58,12,42.82,13x11x6cm,White,Fabric,6,3.7,179,False,2023-03-07
201,Tablet Pro,Books & Media,Music,Panasonic,560.45,415.83,614,24,4,48.84,36x20x47cm,Blue,Glass,36,2.6,596,True,2025-03-16
202,Wireless Earbuds,Sports & Outdoors,Outdoor Recreation,Logitech,2387.03,1661.58,811,18,7,9.57,30x26x46cm,Green,Glass,12,4.6,13,False,2024-05-06
203,4K Monitor,Sports & Outdoors,Outdoor Recreation,Apple,358.89,284.89,518,75,13,28.18,18x45x34cm,Black,Leather,36,3.3,294,True,2025-03-05
204,Robot Vacuum,Sports & Outdoors,Winter Sports,Logitech,893.14,611.98,365,62,11,43.52,42x16x6cm,White,Fabric,6,2.9,461,True,2025-04-22
205,Tablet Pro,Beauty & Health,Medical,Adidas,1084.83,666.75,27,49,6,49.2,45x26x8cm,Blue,Leather,24,3.7,432,True,2022-11-28
206,Leather Jacket,Electronics,Gaming,Corsair,28.32,18.03,28,86,13,14.86,23x43x49cm,Gray,Metal,24,4.1,336,True,2024-12-15
207,Wireless Charger,Beauty & Health,Medical,Lenovo,1059.48,707.13,992,73,12,13.37,15x36x48cm,Blue,Plastic,6,4.4,954,True,2025-04-30
208,Smart Speaker,Home & Garden,Decor,LG,647.04,394.58,934,32,8,18.49,34x13x13cm,Green,Plastic,12,2.5,13,False,2022-11-27
209,Air Purifier,Sports & Outdoors,Exercise,Lenovo,816.14,598.74,902,54,6,7.55,31x34x35cm,Red,Plastic,6,4.8,33,True,2023-05-29
210,4K Monitor,Fashion,Footwear,HP,1404.92,965.69,432,24,10,42.5,33x7x23cm,Gray,Metal,6,4.8,954,False,2025-05-07
211,Premium Sneakers,Sports & Outdoors,Outdoor Recreation,ASUS,2737.15,1664.64,384,87,3,45.48,35x47x10cm,Green,Fabric,36,2.8,913,False,2022-08-28
212,Coffee Maker,Books & Media,Movies,Lenovo,210.99,154.08,331,80,5,5.99,23x14x14cm,Red,Leather,12,4.1,234,False,2024-01-28
213,Smart Watch,Home & Garden,Furniture,Sony,1807.35,1443.29,10,71,14,6.96,50x26x43cm,Gold,Plastic,36,2.9,180,False,2023-07-24
214,Backpack,Electronics,Smartphones,Google,1039.91,812.26,837,95,9,46.53,18x28x50cm,White,Fabric,12,4.4,685,True,2024-04-24
215,Pro Max Smartphone,Electronics,Smartphones,Lenovo,1079.5,771.13,998,50,5,18.44,44x21x15cm,Black,Wood,36,4.3,534,True,2023-08-09
216,Backpack,Home & Garden,Security,Nike,977.96,641.8,315,43,10,14.26,41x44x36cm,Gray,Ceramic,24,4.3,803,True,2022-12-21
217,Wireless Earbuds,Electronics,Smartphones,Adidas,672.49,469.76,130,67,9,30.97,30x19x45cm,Black,Glass,24,3.5,414,False,2025-04-26
218,Sports Watch,Sports & Outdoors,Team Sports,Corsair,2577.76,1766.91,142,92,6,31.08,37x25x22cm,Blue,Metal,36,4.9,450,False,2024-08-10
219,Wireless Charger,Beauty & Health,Hair Care,Amazon,1418.48,889.78,829,81,10,0.19,27x10x40cm,Red,Glass,6,4.0,500,False,2022-11-10
220,Premium Sneakers,Fashion,Footwear,Nike,2139.6,1621.65,206,87,18,3.76,21x45x22cm,Gold,Wood,6,4.8,288,True,2025-02-14
221,Gaming Laptop,Sports & Outdoors,Team Sports,Acer,2895.2,2155.07,166,95,3,22.69,50x30x23cm,White,Wood,6,3.5,256,False,2024-10-03
222,Smart Watch,Sports & Outdoors,Winter Sports,Dell,617.54,379.1,644,30,9,21.58,27x19x13cm,Black,Ceramic,24,4.5,944,True,2024-01-05
223,Pro Max Smartphone,Electronics,Smart Home,Google,1582.92,1014.0,401,15,7,11.77,48x49x11cm,Black,Fabric,24,4.5,746,True,2024-07-23
224,Sports Watch,Fashion,Bags,Garmin,909.0,724.29,166,75,7,42.3,24x49x36cm,Red,Fabric,36,3.9,343,False,2022-07-27
225,Cotton T-Shirt,Beauty & Health,Skincare,Garmin,220.74,147.24,790,36,3,34.41,40x47x27cm,Silver,Glass,36,3.6,289,False,2023-08-12
226,4K Monitor,Electronics,Laptops,Microsoft,697.88,490.56,797,49,20,6.55,23x21x38cm,Blue,Wood,12,4.2,627,False,2023-11-14
227,Sports Watch,Books & Media,Fiction,Nike,2120.39,1539.12,543,40,8,14.33,49x30x42cm,Gray,Fabric,36,4.0,980,True,2024-09-08
228,Wireless Earbuds,Books & Media,Fiction,HP,331.89,220.66,949,29,4,48.59,38x20x35cm,Gray,Metal,24,4.5,706,True,2025-04-21
229,Sports Watch,Beauty & Health,Medical,Google,688.51,481.98,486,88,2,48.59,45x9x34cm,White,Ceramic,12,4.0,408,False,2022-11-30
230,Pro Max Smartphone,Fashion,Bags,Canon,1586.84,1186.96,538,66,20,30.91,39x10x23cm,White,Glass,24,4.1,41,False,2024-10-08
231,Mechanical Keyboard,Home & Garden,Tools,LG,632.04,398.76,580,95,15,12.15,38x41x29cm,Green,Leather,36,3.6,536,False,2022-09-30
232,Cotton T-Shirt,Sports & Outdoors,Winter Sports,Canon,1155.05,757.16,698,95,1,37.29,26x31x32cm,Silver,Ceramic,24,4.8,441,True,2025-02-07
233,Robot Vacuum,Beauty & Health,Supplements,Microsoft,1196.6,774.09,635,30,4,3.69,29x29x31cm,Blue,Metal,12,2.9,456,False,2024-05-07
234,Premium Sneakers,Sports & Outdoors,Outdoor Recreation,HP,2286.76,1557.66,364,66,7,23.66,32x8x11cm,White,Plastic,24,4.8,279,True,2023-10-28
235,Air Purifier,Home & Garden,Security,ASUS,280.07,188.35,675,29,20,47.5,6x30x16cm,Red,Metal,6,3.9,116,True,2025-05-20
236,4K Monitor,Beauty & Health,Skincare,Microsoft,2667.46,1870.47,775,59,7,16.74,25x13x34cm,Red,Wood,6,4.1,908,False,2023-05-05
237,Cotton T-Shirt,Books & Media,Movies,Google,2435.66,1607.92,777,34,5,24.98,37x32x42cm,Gray,Ceramic,24,3.3,894,True,2023-06-16
238,Robot Vacuum,Fashion,Clothing,Nikon,509.73,317.54,829,76,4,19.38,15x42x20cm,Black,Metal,12,2.8,416,True,2022-07-22
239,Backpack,Home & Garden,Cleaning,JBL,2201.81,1636.72,873,99,16,28.85,34x18x34cm,Blue,Wood,24,2.7,918,True,2024-07-10
240,Casual Blazer,Beauty & Health,Hair Care,Garmin,126.11,99.02,538,46,20,40.19,10x46x22cm,Silver,Metal,24,3.9,143,False,2023-10-17
241,Smart Speaker,Beauty & Health,Supplements,ASUS,764.7,506.57,890,69,20,44.14,30x35x45cm,Red,Ceramic,6,4.4,377,True,2024-07-19
242,Pro Max Smartphone,Fashion,Jewelry,JBL,2455.54,1928.87,19,28,18,21.14,36x42x38cm,White,Wood,6,4.8,450,False,2023-04-04
243,Running Shoes,Beauty & Health,Makeup,LG,2737.89,2132.71,286,87,20,44.76,7x11x29cm,Red,Wood,24,3.6,629,False,2025-05-30
244,Backpack,Books & Media,Non-fiction,HP,216.76,138.59,90,21,15,45.75,24x11x12cm,Red,Ceramic,24,3.9,405,True,2025-01-25
245,4K Monitor,Sports & Outdoors,Outdoor Recreation,Fitbit,208.53,155.07,229,37,5,42.19,12x35x6cm,Red,Leather,24,3.3,105,True,2022-11-01
246,Backpack,Books & Media,Non-fiction,Lenovo,2858.32,2136.46,576,32,1,15.87,35x6x43cm,Silver,Wood,6,2.5,236,True,2022-07-15
247,Sports Watch,Fashion,Accessories,Amazon,848.21,550.88,133,53,10,29.02,41x30x39cm,Gold,Glass,36,3.7,891,False,2024-08-09
248,Wireless Charger,Electronics,Gaming,Apple,1919.59,1218.42,822,65,14,29.25,45x18x15cm,Blue,Fabric,24,3.2,922,True,2022-07-09
249,Leather Jacket,Books & Media,Non-fiction,Sony,1506.28,929.41,573,93,18,1.92,16x35x9cm,Green,Fabric,24,4.9,351,True,2024-09-28
250,Air Purifier,Books & Media,Fiction,JBL,39.51,25.3,559,80,2,5.95,30x18x33cm,Red,Plastic,12,4.3,912,True,2023-08-15
251,4K Monitor,Beauty & Health,Hair Care,JBL,2553.7,2004.09,751,54,9,1.22,16x29x11cm,Gold,Wood,12,4.4,985,False,2022-12-29
252,Running Shoes,Books & Media,Non-fiction,Garmin,20.06,15.06,678,17,1,36.4,50x50x22cm,Blue,Wood,24,2.7,832,False,2025-02-01
253,Robot Vacuum,Fashion,Bags,Samsung,2057.64,1317.69,671,68,14,34.68,5x33x50cm,Red,Fabric,6,3.7,13,True,2024-07-15
254,Smart Watch,Electronics,Smartphones,Adidas,2843.05,2182.52,668,93,11,43.45,32x49x23cm,Red,Glass,12,2.5,601,True,2024-06-12
255,Air Purifier,Home & Garden,Security,Canon,1945.41,1197.74,843,51,7,4.56,23x11x41cm,Gold,Fabric,12,4.1,145,True,2023-01-30
256,Cotton T-Shirt,Beauty & Health,Supplements,Logitech,401.94,289.64,298,16,9,43.59,16x33x8cm,Silver,Glass,12,3.6,407,True,2023-04-29
257,Cotton T-Shirt,Sports & Outdoors,Winter Sports,LG,1136.97,718.87,382,73,3,13.9,5x16x6cm,Gray,Leather,36,4.6,38,True,2024-05-14
258,Wireless Mouse,Home & Garden,Kitchen,Canon,2372.95,1586.14,503,26,15,31.63,27x24x31cm,Gray,Ceramic,24,4.4,543,True,2023-11-06
259,Wireless Earbuds,Books & Media,Non-fiction,Sony,2260.69,1452.19,367,100,7,1.78,33x34x34cm,Gray,Plastic,12,2.9,478,False,2023-04-29
260,Gaming Laptop,Sports & Outdoors,Outdoor Recreation,ASUS,1443.92,1050.97,761,42,3,45.07,16x41x46cm,Silver,Leather,12,4.7,393,False,2022-11-12
261,4K Monitor,Electronics,Gaming,Dell,1029.4,673.65,967,57,9,48.86,34x13x25cm,White,Leather,24,2.7,850,False,2024-09-20
262,Coffee Maker,Home & Garden,Furniture,Acer,2399.83,1635.99,58,15,4,44.67,44x27x7cm,Black,Plastic,36,3.4,607,False,2024-09-08
263,Smart Speaker,Electronics,Smart Home,ASUS,1127.23,719.78,155,78,5,40.35,40x32x18cm,Red,Leather,24,2.8,230,True,2024-06-01
264,Wireless Mouse,Home & Garden,Furniture,JBL,2361.67,1619.94,20,66,7,4.66,9x7x35cm,Gray,Metal,12,4.8,865,True,2023-01-17
265,Designer Jeans,Fashion,Bags,Canon,1467.21,899.14,33,30,16,25.99,11x49x41cm,Red,Metal,36,3.6,919,True,2023-01-29
266,Premium Sneakers,Fashion,Accessories,Nike,669.06,443.97,547,25,3,8.28,18x21x42cm,Red,Wood,12,3.9,340,False,2022-09-19
267,Smart Speaker,Beauty & Health,Makeup,Apple,1228.57,890.44,698,62,8,48.7,9x30x36cm,Silver,Fabric,36,4.1,378,True,2024-01-06
268,Designer Jeans,Electronics,Audio,LG,2040.91,1235.61,999,44,6,42.65,30x30x44cm,Red,Leather,36,3.1,707,False,2024-05-19
269,Mechanical Keyboard,Books & Media,Non-fiction,Amazon,1904.44,1344.35,615,93,4,24.22,45x29x42cm,White,Glass,12,4.2,220,False,2023-06-06
270,Wireless Charger,Sports & Outdoors,Exercise,Microsoft,394.19,273.72,906,99,2,16.88,45x16x28cm,Green,Glass,24,2.6,382,False,2023-01-17
271,Cotton T-Shirt,Electronics,Smart Home,Corsair,2874.72,1967.54,892,83,9,23.24,41x26x34cm,Black,Wood,36,4.8,425,False,2023-08-21
272,Coffee Maker,Electronics,Smart Home,Microsoft,1593.69,1119.08,253,58,12,40.27,23x39x8cm,Black,Plastic,6,3.9,210,False,2024-05-18
273,Wireless Mouse,Electronics,Gaming,Nike,105.79,70.64,331,15,16,45.53,10x9x29cm,Silver,Ceramic,12,3.8,300,False,2025-06-06
274,Wireless Earbuds,Fashion,Footwear,Adidas,1430.79,898.04,878,71,14,33.1,24x11x38cm,White,Ceramic,36,3.3,683,False,2024-06-17
275,Gaming Laptop,Beauty & Health,Makeup,Apple,2456.01,1764.87,253,67,13,36.17,21x50x12cm,Blue,Fabric,12,4.2,693,False,2023-10-15
276,Backpack,Sports & Outdoors,Team Sports,Acer,1341.77,879.54,290,88,15,17.43,44x48x9cm,Blue,Ceramic,12,4.9,90,True,2024-12-26
277,Pro Max Smartphone,Sports & Outdoors,Winter Sports,Microsoft,1122.87,733.65,393,19,1,19.17,6x6x18cm,Red,Metal,12,2.5,710,False,2024-09-19
278,Premium Sneakers,Fashion,Accessories,ASUS,369.64,249.43,721,23,8,32.01,17x13x24cm,Gray,Fabric,12,2.9,944,True,2025-04-04
279,Gaming Laptop,Sports & Outdoors,Team Sports,Garmin,1085.25,844.2,57,91,17,46.26,36x31x9cm,Silver,Glass,24,3.6,108,False,2023-10-23
280,Smart Watch,Electronics,Smart Home,Panasonic,2422.01,1690.88,149,94,16,9.7,36x6x31cm,Gold,Ceramic,6,2.6,86,True,2023-01-13
281,Wireless Charger,Beauty & Health,Hair Care,Acer,943.63,692.47,788,68,3,6.6,28x8x50cm,Red,Metal,24,4.4,933,True,2024-10-13
282,Mechanical Keyboard,Home & Garden,Tools,Corsair,142.43,100.17,25,80,4,42.34,18x42x21cm,White,Wood,24,2.9,458,True,2025-03-31
283,Wireless Earbuds,Beauty & Health,Hair Care,Google,2220.43,1617.93,233,25,10,15.62,21x45x30cm,Black,Fabric,24,3.2,15,False,2024-09-20
284,Tablet Pro,Electronics,Laptops,LG,1414.5,1001.68,669,57,16,49.92,10x5x35cm,Gold,Ceramic,24,5.0,74,False,2023-01-30
285,Smart Speaker,Sports & Outdoors,Outdoor Recreation,Google,2860.61,2157.15,192,66,3,17.86,12x13x45cm,Silver,Plastic,12,4.3,988,False,2024-08-19
286,Smart Speaker,Home & Garden,Security,Nikon,1205.64,824.47,715,57,17,43.04,31x20x31cm,Black,Leather,24,3.0,215,False,2023-06-28
287,4K Monitor,Fashion,Clothing,JBL,116.93,75.26,848,41,5,34.39,27x22x28cm,Gray,Ceramic,12,3.1,258,True,2024-08-15
288,LED Light Bulbs,Electronics,Smart Home,Microsoft,2467.11,1553.15,622,43,9,28.5,15x19x44cm,Blue,Plastic,12,3.5,972,False,2025-01-10
289,Designer Jeans,Fashion,Footwear,Apple,889.18,556.75,513,38,4,42.65,9x47x5cm,Black,Ceramic,36,4.0,991,True,2023-12-27
290,LED Light Bulbs,Books & Media,Music,Samsung,1674.53,1309.46,877,88,4,13.61,6x11x26cm,Gold,Fabric,12,4.5,445,False,2023-06-16
291,Smart Watch,Fashion,Clothing,HP,2787.65,1834.26,932,54,15,16.5,27x9x24cm,Black,Metal,24,2.7,303,True,2023-05-03
292,Wireless Mouse,Electronics,Smartphones,Panasonic,1416.74,1001.5,35,96,17,48.81,42x34x35cm,Gold,Glass,6,4.1,161,True,2024-11-27
293,Sports Watch,Books & Media,Movies,Corsair,2142.38,1448.24,358,93,1,42.4,19x43x6cm,Blue,Ceramic,12,3.5,96,True,2022-11-20
294,Sports Watch,Books & Media,Educational,Samsung,736.39,536.5,832,47,16,32.12,42x41x16cm,White,Metal,12,3.7,585,False,2023-10-10
295,Sports Watch,Home & Garden,Tools,ASUS,994.26,627.96,987,50,7,25.11,29x10x50cm,Red,Fabric,24,4.6,126,True,2024-10-18
296,Cotton T-Shirt,Books & Media,Non-fiction,Adidas,558.98,342.02,487,48,14,24.41,28x27x38cm,Red,Glass,6,4.3,617,True,2025-01-12
297,Wireless Charger,Electronics,Smart Home,Microsoft,2402.17,1851.63,795,28,4,41.24,32x18x40cm,Blue,Wood,6,3.5,865,True,2024-05-01
298,Pro Max Smartphone,Sports & Outdoors,Outdoor Recreation,ASUS,2748.68,1798.18,971,26,19,36.92,26x20x25cm,Green,Metal,12,4.9,687,False,2022-11-28
299,Sports Watch,Electronics,Tablets,Fitbit,1118.34,873.25,20,59,6,44.98,33x32x19cm,Gold,Fabric,36,3.4,932,False,2023-05-06
300,Mechanical Keyboard,Home & Garden,Furniture,Amazon,1665.79,1065.32,814,65,9,16.33,43x8x32cm,White,Ceramic,24,3.3,323,True,2023-09-13
301,Smart Thermostat,Sports & Outdoors,Outdoor Recreation,Panasonic,2661.85,1748.78,39,54,1,37.99,47x27x32cm,Silver,Fabric,12,4.4,667,False,2024-06-26
302,Security Camera,Fashion,Footwear,Garmin,2265.15,1409.42,720,75,10,42.35,46x16x31cm,White,Glass,6,2.8,527,False,2025-03-20
303,4K Monitor,Home & Garden,Furniture,Logitech,2122.02,1629.35,25,54,9,49.0,18x24x9cm,White,Wood,36,4.5,963,True,2024-10-24
304,Smart Thermostat,Sports & Outdoors,Exercise,Lenovo,1370.55,1030.52,37,95,9,33.09,12x20x28cm,Black,Leather,6,3.5,807,True,2023-11-27
305,Robot Vacuum,Books & Media,Educational,Apple,1807.55,1219.14,565,99,19,13.26,50x41x28cm,Green,Fabric,36,4.3,343,True,2024-07-15
306,Smart Thermostat,Beauty & Health,Skincare,HP,1386.23,983.79,285,58,3,19.95,23x28x34cm,Gold,Metal,24,3.1,237,True,2023-11-18
307,Cotton T-Shirt,Sports & Outdoors,Winter Sports,LG,2640.5,1738.36,7,30,11,13.76,23x9x6cm,Silver,Glass,36,3.1,652,True,2025-02-22
308,Running Shoes,Fashion,Jewelry,Garmin,669.75,424.48,395,20,7,48.3,19x36x41cm,Red,Leather,36,4.6,460,True,2022-08-21
309,Robot Vacuum,Books & Media,Music,ASUS,2238.05,1373.74,765,88,20,22.92,45x36x38cm,Blue,Ceramic,36,3.8,288,False,2025-04-04
310,Wireless Earbuds,Fashion,Clothing,Logitech,2025.84,1360.93,906,91,14,38.57,30x39x37cm,Black,Metal,36,2.7,221,True,2024-05-25
311,Designer Jeans,Beauty & Health,Hair Care,Bose,1817.26,1170.31,544,15,6,18.22,19x19x21cm,White,Fabric,12,4.0,846,True,2024-09-29
312,Smart Thermostat,Books & Media,Non-fiction,Sony,572.47,406.58,903,99,2,33.34,7x16x24cm,White,Ceramic,12,3.7,737,True,2025-03-22
313,Leather Jacket,Electronics,Gaming,Acer,2181.2,1716.62,927,90,19,13.11,18x29x40cm,Red,Metal,12,4.0,778,True,2023-08-31
314,Robot Vacuum,Electronics,Laptops,Garmin,2914.13,2284.37,836,31,8,17.32,21x41x50cm,Gray,Metal,6,2.9,0,False,2022-11-01
315,Air Purifier,Beauty & Health,Skincare,Google,2502.11,1980.18,86,86,16,48.76,39x20x11cm,Gray,Plastic,24,2.9,267,False,2024-06-23
316,Wireless Earbuds,Beauty & Health,Supplements,Panasonic,2702.09,1910.42,990,85,9,1.7,11x28x34cm,Red,Fabric,6,3.2,539,False,2025-06-02
317,Wireless Mouse,Home & Garden,Decor,Fitbit,2512.09,1906.97,341,49,6,5.95,48x15x23cm,Blue,Wood,6,4.8,693,True,2024-01-15
318,Pro Max Smartphone,Beauty & Health,Supplements,Canon,1831.17,1201.86,966,97,14,40.58,9x21x45cm,White,Leather,36,4.4,740,False,2022-11-24
319,Mechanical Keyboard,Sports & Outdoors,Exercise,Fitbit,2999.94,1965.59,129,15,9,20.63,49x10x40cm,Blue,Plastic,6,4.5,272,True,2022-12-11
320,Wireless Charger,Electronics,Tablets,Garmin,1785.94,1389.72,84,25,19,4.41,33x6x17cm,Gray,Wood,12,2.9,418,True,2023-02-01
321,Wireless Mouse,Fashion,Accessories,Samsung,2446.51,1673.86,400,29,1,35.57,44x31x14cm,White,Plastic,6,2.5,628,False,2023-07-02
322,Mechanical Keyboard,Fashion,Clothing,Acer,1355.37,940.91,203,80,11,24.27,12x6x49cm,Green,Ceramic,24,3.1,436,True,2023-12-23
323,Casual Blazer,Books & Media,Educational,Bose,2709.75,1876.91,342,59,18,1.79,33x37x34cm,Silver,Leather,24,4.6,936,True,2022-11-06
324,Pro Max Smartphone,Beauty & Health,Hair Care,Adidas,521.29,319.07,606,77,17,11.29,18x47x48cm,Gray,Leather,12,3.3,573,False,2023-07-10
325,Coffee Maker,Home & Garden,Tools,Razer,1950.4,1332.78,524,83,14,47.38,24x17x11cm,Blue,Glass,24,4.8,699,True,2024-03-05
326,Designer Jeans,Fashion,Clothing,Microsoft,1696.1,1158.18,648,86,19,2.85,49x46x48cm,Red,Leather,6,4.1,861,False,2023-01-06
327,Gaming Laptop,Fashion,Accessories,Microsoft,1735.1,1114.18,231,37,15,25.35,5x30x47cm,Green,Metal,24,4.7,235,True,2022-10-08
328,Smart Watch,Home & Garden,Tools,Canon,1873.61,1471.8,753,72,6,49.71,35x28x39cm,Gray,Ceramic,24,4.6,67,False,2023-03-27
329,Wireless Mouse,Fashion,Jewelry,LG,1406.0,978.06,359,79,2,36.14,27x46x28cm,White,Plastic,24,2.9,849,False,2022-11-16
330,Wireless Charger,Beauty & Health,Supplements,ASUS,43.54,32.57,329,30,17,15.63,48x36x22cm,Silver,Glass,24,4.5,402,True,2023-07-12
331,Robot Vacuum,Home & Garden,Cleaning,Canon,2967.58,1975.45,608,92,20,0.35,14x33x7cm,Green,Fabric,24,4.2,804,False,2025-04-07
332,Gaming Laptop,Beauty & Health,Medical,Apple,2086.59,1401.12,568,27,17,9.62,40x30x11cm,Green,Glass,24,3.1,751,True,2024-01-21
333,Air Purifier,Books & Media,Music,Corsair,64.24,48.39,922,80,4,41.41,37x46x31cm,Gold,Fabric,6,3.9,600,False,2023-08-26
